suburb,state,postCode,lat,lng
Currawarna,NSW,2650,-35.16,147.51
Downside,NSW,2650,-35.16,147.51
East Wagga Wagga,NSW,2650,-35.16,147.51
Estella,NSW,2650,-35.16,147.51
Euberta,NSW,2650,-35.16,147.51
Eunanoreenya,NSW,2650,-35.16,147.51
Galore,NSW,2650,-35.16,147.51
Gelston Park,NSW,2650,-35.16,147.51
Glenfield Park,NSW,2650,-35.16,147.51
Gobbagombalin,NSW,2650,-35.16,147.51
Gregadoo,NSW,2650,-35.16,147.51
Harefield,NSW,2650,-35.16,147.51
Hillgrove,NSW,2650,-35.16,147.51
Kooringal,NSW,2650,-35.16,147.51
Kyeamba,NSW,2650,-35.16,147.51
Lake Albert,NSW,2650,-35.16,147.51
Lloyd,NSW,2650,-35.16,147.51
Maxwell,NSW,2650,-35.16,147.51
Moorong,NSW,2650,-35.16,147.51
Mount Austin,NSW,2650,-35.16,147.51
North Wagga Wagga,NSW,2650,-35.16,147.51
Oberne Creek,NSW,2650,-35.16,147.51
Oura,NSW,2650,-35.16,147.51
Pulletop,NSW,2650,-35.16,147.51
Rowan,NSW,2650,-35.16,147.51
San Isidore,NSW,2650,-35.16,147.51
Springvale,NSW,2650,-35.16,147.51
Tatton,NSW,2650,-35.16,147.51
The Gap,NSW,2650,-35.16,147.51
Tolland,NSW,2650,-35.16,147.51
Turvey Park,NSW,2650,-35.16,147.51
Wagga Wagga,NSW,2650,-35.16,147.51
Wagga Wagga BC,NSW,2650,-35.16,147.51
Wallacetown,NSW,2650,-35.16,147.51
Wantabadgery,NSW,2650,-35.16,147.51
Yarragundry,NSW,2650,-35.16,147.51
Yathella,NSW,2650,-35.16,147.51
Forest Hill,NSW,2651,-32.71,151.55
Wagga Wagga Raaf,NSW,2651,-32.71,151.55
Boorga,NSW,2652,-34.04,146.03
Boree Creek,NSW,2652,-34.04,146.03
Goolgowi,NSW,2652,-34.04,146.03
Grong Grong,NSW,2652,-34.04,146.03
Gumly Gumly,NSW,2652,-34.04,146.03
Humula,NSW,2652,-34.04,146.03
Ladysmith,NSW,2652,-34.04,146.03
Landervale,NSW,2652,-34.04,146.03
Mangoplah,NSW,2652,-34.04,146.03
Marrar,NSW,2652,-34.04,146.03
Matong,NSW,2652,-34.04,146.03
Merriwagga,NSW,2652,-34.04,146.03
Murrulebale,NSW,2652,-34.04,146.03
Old Junee,NSW,2652,-34.04,146.03
Rosewood,NSW,2652,-34.04,146.03
Tabbita,NSW,2652,-34.04,146.03
Tarcutta,NSW,2652,-34.04,146.03
Uranquinty,NSW,2652,-34.04,146.03
Burra,NSW,2653,-35.83,148.07
Courabyra,NSW,2653,-35.83,148.07
Glenroy,NSW,2653,-35.83,148.07
Mannus,NSW,2653,-35.83,148.07
Maragle,NSW,2653,-35.83,148.07
Munderoo,NSW,2653,-35.83,148.07
Paddys River,NSW,2653,-35.83,148.07
Taradale,NSW,2653,-35.83,148.07
Tumbarumba,NSW,2653,-35.83,148.07
Westdale,NSW,2653,-35.83,148.07
Willigobung,NSW,2653,-35.83,148.07
French Park,NSW,2655,-35.32,147.19
Kubura,NSW,2655,-35.32,147.19
The Rock,NSW,2655,-35.32,147.19
Tootool,NSW,2655,-35.32,147.19
Brookdale,NSW,2656,-35.12,147
Brookong,NSW,2656,-35.12,147
Fargunyah,NSW,2656,-35.12,147
Lockhart,NSW,2656,-35.12,147
Milbrulong,NSW,2656,-35.12,147
Osborne,NSW,2656,-35.12,147
Urangeline,NSW,2656,-35.12,147
Urangeline East,NSW,2656,-35.12,147
Henty,NSW,2658,-35.44,146.99
Munyabla,NSW,2658,-35.44,146.99
Pleasant Hills,NSW,2658,-35.44,146.99
Ryan,NSW,2658,-35.44,146.99
Alma Park,NSW,2659,-35.6,146.79
Walla Walla,NSW,2659,-35.6,146.79
Culcairn,NSW,2660,-35.67,147
Morven,NSW,2660,-35.67,147
Kapooka,NSW,2661,-35.15,147.3
Cowabbie,NSW,2663,-35.15,145.98
Erin Vale,NSW,2663,-35.15,145.98
Eurongilly,NSW,2663,-35.15,145.98
Junee,NSW,2663,-35.15,145.98
Marinna,NSW,2663,-35.15,145.98
Wantiool,NSW,2663,-35.15,145.98
Ardlethan,NSW,2665,-34.36,146.9
Ariah Park,NSW,2665,-34.36,146.9
Barellan,NSW,2665,-34.36,146.9
Beckom,NSW,2665,-34.36,146.9
Bectric,NSW,2665,-34.36,146.9
Binya,NSW,2665,-34.36,146.9
Kamarah,NSW,2665,-34.36,146.9
Mirrool,NSW,2665,-34.36,146.9
Moombooldool,NSW,2665,-34.36,146.9
Quandary,NSW,2665,-34.36,146.9
Tara,NSW,2665,-34.36,146.9
Walleroobie,NSW,2665,-34.36,146.9
Combaning,NSW,2666,-34.46,147.68
Dirnaseer,NSW,2666,-34.46,147.68
Gidginbung,NSW,2666,-34.46,147.68
Grogan,NSW,2666,-34.46,147.68
Junee Reefs,NSW,2666,-34.46,147.68
Mimosa,NSW,2666,-34.46,147.68
Morangarell,NSW,2666,-34.46,147.68
Narraburra,NSW,2666,-34.46,147.68
Pucawan,NSW,2666,-34.46,147.68
Reefton,NSW,2666,-34.46,147.68
Sebastopol,NSW,2666,-34.46,147.68
Springdale,NSW,2666,-34.46,147.68
Temora,NSW,2666,-34.46,147.68
Trungley Hall,NSW,2666,-34.46,147.68
Barmedman,NSW,2668,-34.18,147.41
Erigolia,NSW,2669,-33.5,146.8
Girral,NSW,2669,-33.5,146.8
Kikoira,NSW,2669,-33.5,146.8
Melbergen,NSW,2669,-33.5,146.8
Naradhan,NSW,2669,-33.5,146.8
Rankins Springs,NSW,2669,-33.5,146.8
Tallimba,NSW,2669,-33.5,146.8
Tullibigeal,NSW,2669,-33.5,146.8
Ungarie,NSW,2669,-33.5,146.8
Weethalle,NSW,2669,-33.5,146.8
Alleena,NSW,2671,-34.11,147.14
Back Creek,NSW,2671,-34.11,147.14
Burcher,NSW,2671,-34.11,147.14
Lake Cowal,NSW,2671,-34.11,147.14
North Yalgogrin,NSW,2671,-34.11,147.14
West Wyalong,NSW,2671,-34.11,147.14
Wyalong,NSW,2671,-34.11,147.14
Curlew Waters,NSW,2672,-33.39,146.58
Lake Cargelligo,NSW,2672,-33.39,146.58
Murrin Bridge,NSW,2672,-33.39,146.58
Hillston,NSW,2675,-33.48,145.53
Lake Brewster,NSW,2675,-33.48,145.53
Monia Gap,NSW,2675,-33.48,145.53
Roto,NSW,2675,-33.48,145.53
Wallanthery,NSW,2675,-33.48,145.53
Charles Sturt University,NSW,2678,-35.06,147.35
Riverina Msc,NSW,2678,-35.06,147.35
Beelbangera,NSW,2680,-34.26,146.1
Benerembah,NSW,2680,-34.26,146.1
Bilbul,NSW,2680,-34.26,146.1
Griffith,NSW,2680,-34.26,146.1
Griffith DC,NSW,2680,-34.26,146.1
Griffith East,NSW,2680,-34.26,146.1
Hanwood,NSW,2680,-34.26,146.1
Kooba,NSW,2680,-34.26,146.1
Lake Wyangan,NSW,2680,-34.26,146.1
Nericon,NSW,2680,-34.26,146.1
Tharbogang,NSW,2680,-34.26,146.1
Warburn,NSW,2680,-34.26,146.1
Warrawidgee,NSW,2680,-34.26,146.1
Widgelli,NSW,2680,-34.26,146.1
Willbriggie,NSW,2680,-34.26,146.1
Yoogali,NSW,2680,-34.26,146.1
Myall Park,NSW,2681,-34.18,146.11
Yenda,NSW,2681,-34.18,146.11
Bundure,NSW,2700,-35.03,146.61
Colinroobie,NSW,2700,-35.03,146.61
Corobimilla,NSW,2700,-35.03,146.61
Cudgel,NSW,2700,-35.03,146.61
Euroley,NSW,2700,-35.03,146.61
Gillenbah,NSW,2700,-35.03,146.61
Kywong,NSW,2700,-35.03,146.61
Morundah,NSW,2700,-35.03,146.61
Narrandera,NSW,2700,-35.03,146.61
Sandigo,NSW,2700,-35.03,146.61
Berry Jerry,NSW,2701,-34.82,147.2
Coolamon,NSW,2701,-34.82,147.2
Methul,NSW,2701,-34.82,147.2
Rannock,NSW,2701,-34.82,147.2
Ganmain,NSW,2702,-34.79,147.04
Yanco,NSW,2703,-34.63,146.4
Brobenah,NSW,2705,-34.49,146.43
Corbie Hill,NSW,2705,-34.49,146.43
Gogeldrie,NSW,2705,-34.49,146.43
Leeton,NSW,2705,-34.49,146.43
Merungle Hill,NSW,2705,-34.49,146.43
Murrami,NSW,2705,-34.49,146.43
Stanbridge,NSW,2705,-34.49,146.43
Whitton,NSW,2705,-34.49,146.43
Darlington Point,NSW,2706,-34.56,146.01
Argoon,NSW,2707,-34.86,145.67
Coleambally,NSW,2707,-34.86,145.67
Albury Msc,NSW,2708,0,0
Murray Region MC,NSW,2708,0,0
Barratta,NSW,2710,-35.23,144.49
Birganbigil,NSW,2710,-35.23,144.49
Booroorban,NSW,2710,-35.23,144.49
Bullatale,NSW,2710,-35.23,144.49
Caldwell,NSW,2710,-35.23,144.49
Calimo,NSW,2710,-35.23,144.49
Conargo,NSW,2710,-35.23,144.49
Coree,NSW,2710,-35.23,144.49
Deniliquin,NSW,2710,-35.23,144.49
Hartwood,NSW,2710,-35.23,144.49
Lindifferon,NSW,2710,-35.23,144.49
Mathoura,NSW,2710,-35.23,144.49
Mayrung,NSW,2710,-35.23,144.49
Moonbria,NSW,2710,-35.23,144.49
Morago,NSW,2710,-35.23,144.49
Pretty Pine,NSW,2710,-35.23,144.49
Steam Plains,NSW,2710,-35.23,144.49
Stud Park,NSW,2710,-35.23,144.49
Wakool,NSW,2710,-35.23,144.49
Wandook,NSW,2710,-35.23,144.49
Wanganella,NSW,2710,-35.23,144.49
Warragoon,NSW,2710,-35.23,144.49
Willurah,NSW,2710,-35.23,144.49
Booligal,NSW,2711,-33.68,144.75
Carrathool,NSW,2711,-33.68,144.75
Clare,NSW,2711,-33.68,144.75
Corrong,NSW,2711,-33.68,144.75
Gunbar,NSW,2711,-33.68,144.75
Hay,NSW,2711,-33.68,144.75
Hay South,NSW,2711,-33.68,144.75
Keri Keri,NSW,2711,-33.68,144.75
Maude,NSW,2711,-33.68,144.75
One Tree,NSW,2711,-33.68,144.75
Oxley,NSW,2711,-33.68,144.75
Waugorah,NSW,2711,-33.68,144.75
Yanga,NSW,2711,-33.68,144.75
Berrigan,NSW,2712,-35.66,145.81
Boomanoomana,NSW,2712,-35.66,145.81
Blighty,NSW,2713,-35.59,145.29
Finley,NSW,2713,-35.59,145.29
Logie Brae,NSW,2713,-35.59,145.29
Myrtle Park,NSW,2713,-35.59,145.29
Aratula,NSW,2714,-35.51,145.05
Pine Lodge,NSW,2714,-35.51,145.05
Tocumwal,NSW,2714,-35.51,145.05
Tuppal,NSW,2714,-35.51,145.05
Arumpo,NSW,2715,-33.87,142.89
Balranald,NSW,2715,-33.87,142.89
Hatfield,NSW,2715,-33.87,142.89
Mungo,NSW,2715,-33.87,142.89
Four Corners,NSW,2716,-35.35,145.53
Gala Vale,NSW,2716,-35.35,145.53
Jerilderie,NSW,2716,-35.35,145.53
Mabins Well,NSW,2716,-35.35,145.53
Mairjimmy,NSW,2716,-35.35,145.53
Dareton,NSW,2717,-34.09,142.04
Argalong,NSW,2720,-35.32,148.45
Blowering,NSW,2720,-35.32,148.45
Bogong Peaks Wilderness,NSW,2720,-35.32,148.45
Bombowlee,NSW,2720,-35.32,148.45
Bombowlee Creek,NSW,2720,-35.32,148.45
Buddong,NSW,2720,-35.32,148.45
Couragago,NSW,2720,-35.32,148.45
Gadara,NSW,2720,-35.32,148.45
Gilmore,NSW,2720,-35.32,148.45
Gocup,NSW,2720,-35.32,148.45
Goobarragandra,NSW,2720,-35.32,148.45
Jones Bridge,NSW,2720,-35.32,148.45
Killimicat,NSW,2720,-35.32,148.45
Lacmalac,NSW,2720,-35.32,148.45
Little River,NSW,2720,-35.32,148.45
Minjary,NSW,2720,-35.32,148.45
Mundongo,NSW,2720,-35.32,148.45
Pinbeyan,NSW,2720,-35.32,148.45
Red Hill,NSW,2720,-35.32,148.45
Talbingo,NSW,2720,-35.32,148.45
Tumorrama,NSW,2720,-35.32,148.45
Tumut,NSW,2720,-35.32,148.45
Tumut Plains,NSW,2720,-35.32,148.45
Wereboldera,NSW,2720,-35.32,148.45
Wermatong,NSW,2720,-35.32,148.45
Windowie,NSW,2720,-35.32,148.45
Wyangle,NSW,2720,-35.32,148.45
Yarrangobilly,NSW,2720,-35.32,148.45
Bland,NSW,2721,-33.99,147.68
Quandialla,NSW,2721,-33.99,147.68
Brungle,NSW,2722,-34.82,148.08
Brungle Creek,NSW,2722,-34.82,148.08
Burra Creek,NSW,2722,-34.82,148.08
Darbalara,NSW,2722,-34.82,148.08
Gundagai,NSW,2722,-34.82,148.08
Jones Creek,NSW,2722,-34.82,148.08
Muttama,NSW,2722,-34.82,148.08
Nangus,NSW,2722,-34.82,148.08
South Gundagai,NSW,2722,-34.82,148.08
Stockinbingal,NSW,2725,-34.51,147.88
Jugiong,NSW,2726,-34.91,148.32
Adjungbilly,NSW,2727,-35.08,148.41
Coolac,NSW,2727,-35.08,148.41
Gobarralong,NSW,2727,-35.08,148.41
Adelong,NSW,2729,-35.31,148.06
Bangadang,NSW,2729,-35.31,148.06
Black Creek,NSW,2729,-35.31,148.06
Califat,NSW,2729,-35.31,148.06
Cooleys Creek,NSW,2729,-35.31,148.06
Darlow,NSW,2729,-35.31,148.06
Ellerslie,NSW,2729,-35.31,148.06
Grahamstown,NSW,2729,-35.31,148.06
Mount Adrah,NSW,2729,-35.31,148.06
Mount Horeb,NSW,2729,-35.31,148.06
Mundarlo,NSW,2729,-35.31,148.06
Sandy Gully,NSW,2729,-35.31,148.06
Sharps Creek,NSW,2729,-35.31,148.06
Tumblong,NSW,2729,-35.31,148.06
Westwood,NSW,2729,-35.31,148.06
Wondalga,NSW,2729,-35.31,148.06
Yaven Creek,NSW,2729,-35.31,148.06
Batlow,NSW,2730,-31.49,152.66
Green Hills,NSW,2730,-31.49,152.66
Kunama,NSW,2730,-31.49,152.66
Lower Bago,NSW,2730,-31.49,152.66
Bunnaloo,NSW,2731,-35.79,144.63
Moama,NSW,2731,-35.79,144.63
Tantonan,NSW,2731,-35.79,144.63
Thyra,NSW,2731,-35.79,144.63
Womboota,NSW,2731,-35.79,144.63
Barham,NSW,2732,-35.63,144.13
Burraboi,NSW,2732,-35.63,144.13
Cobramunga,NSW,2732,-35.63,144.13
Gonn,NSW,2732,-35.63,144.13
Noorong,NSW,2732,-35.63,144.13
Thule,NSW,2732,-35.63,144.13
Tullakool,NSW,2732,-35.63,144.13
Dhuragoon,NSW,2733,-35.19,144.16
Moulamein,NSW,2733,-35.19,144.16
Niemur,NSW,2733,-35.19,144.16
Cunninyeuk,NSW,2734,-35.25,143.9
Dilpurra,NSW,2734,-35.25,143.9
Kyalite,NSW,2734,-35.25,143.9
Mellool,NSW,2734,-35.25,143.9
Moolpa,NSW,2734,-35.25,143.9
Stony Crossing,NSW,2734,-35.25,143.9
Tooranie,NSW,2734,-35.25,143.9
Wetuppa,NSW,2734,-35.25,143.9
Koraleigh,NSW,2735,-35.66,144.14
Speewa,NSW,2735,-35.66,144.14
Goodnight,NSW,2736,-34.96,143.34
Tooleybuc,NSW,2736,-34.96,143.34
Euston,NSW,2737,-34.51,142.85
Gol Gol,NSW,2738,-34.18,142.22
Monak,NSW,2738,-34.18,142.22
Buronga,NSW,2739,-34.17,142.18
Glenmore Park,NSW,2745,-33.79,150.67
Greendale,NSW,2745,-33.79,150.67
Luddenham,NSW,2745,-33.79,150.67
Mulgoa,NSW,2745,-33.79,150.67
Regentville,NSW,2745,-33.79,150.67
Wallacia,NSW,2745,-33.79,150.67
Cambridge Gardens,NSW,2747,-33.74,150.72
Cambridge Park,NSW,2747,-33.74,150.72
Claremont Meadows,NSW,2747,-33.74,150.72
Kingswood,NSW,2747,-33.74,150.72
Llandilo,NSW,2747,-33.74,150.72
Shanes Park,NSW,2747,-33.74,150.72
Werrington,NSW,2747,-33.74,150.72
Werrington County,NSW,2747,-33.74,150.72
Werrington Downs,NSW,2747,-33.74,150.72
Orchard Hills,NSW,2748,-33.78,150.72
Castlereagh,NSW,2749,-33.67,150.68
Cranebrook,NSW,2749,-33.67,150.68
Emu Heights,NSW,2750,-33.74,150.65
Emu Plains,NSW,2750,-33.74,150.65
Jamisontown,NSW,2750,-33.74,150.65
Leonay,NSW,2750,-33.74,150.65
Penrith,NSW,2750,-33.74,150.65
Penrith Plaza,NSW,2750,-33.74,150.65
Penrith South,NSW,2750,-33.74,150.65
South Penrith,NSW,2750,-33.74,150.65
Penrith,NSW,2751,-33.73,151.28
Silverdale,NSW,2752,-33.94,150.58
Warragamba,NSW,2752,-33.94,150.58
Agnes Banks,NSW,2753,-33.62,150.71
Bowen Mountain,NSW,2753,-33.62,150.71
Grose Vale,NSW,2753,-33.62,150.71
Grose Wold,NSW,2753,-33.62,150.71
Hobartville,NSW,2753,-33.62,150.71
Londonderry,NSW,2753,-33.62,150.71
Richmond,NSW,2753,-33.62,150.71
Richmond Lowlands,NSW,2753,-33.62,150.71
Yarramundi,NSW,2753,-33.62,150.71
North Richmond,NSW,2754,-33.58,150.72
Tennyson,NSW,2754,-33.58,150.72
The Slopes,NSW,2754,-33.58,150.72
Richmond Raaf,NSW,2755,-33.6,150.8
Bligh Park,NSW,2756,-33.64,150.79
Cattai,NSW,2756,-33.64,150.79
Central Colo,NSW,2756,-33.64,150.79
Clarendon,NSW,2756,-33.64,150.79
Colo,NSW,2756,-33.64,150.79
Colo Heights,NSW,2756,-33.64,150.79
Cornwallis,NSW,2756,-33.64,150.79
Cumberland Reach,NSW,2756,-33.64,150.79
Ebenezer,NSW,2756,-33.64,150.79
Freemans Reach,NSW,2756,-33.64,150.79
Glossodia,NSW,2756,-33.64,150.79
Lower Portland,NSW,2756,-33.64,150.79
Maroota,NSW,2756,-33.64,150.79
Mcgraths Hill,NSW,2756,-33.64,150.79
Mellong,NSW,2756,-33.64,150.79
Mulgrave,NSW,2756,-33.64,150.79
Pitt Town,NSW,2756,-33.64,150.79
Pitt Town Bottoms,NSW,2756,-33.64,150.79
Sackville,NSW,2756,-33.64,150.79
Sackville North,NSW,2756,-33.64,150.79
Scheyville,NSW,2756,-33.64,150.79
South Maroota,NSW,2756,-33.64,150.79
South Windsor,NSW,2756,-33.64,150.79
Upper Colo,NSW,2756,-33.64,150.79
Wilberforce,NSW,2756,-33.64,150.79
Windsor,NSW,2756,-33.64,150.79
Windsor Downs,NSW,2756,-33.64,150.79
Womerah,NSW,2756,-33.64,150.79
Kurmond,NSW,2757,-33.55,150.7
Berambing,NSW,2758,-33.54,150.44
Bilpin,NSW,2758,-33.54,150.44
Blaxlands Ridge,NSW,2758,-33.54,150.44
East Kurrajong,NSW,2758,-33.54,150.44
Kurrajong,NSW,2758,-33.54,150.44
Kurrajong Heights,NSW,2758,-33.54,150.44
Kurrajong Hills,NSW,2758,-33.54,150.44
Mount Tomah,NSW,2758,-33.54,150.44
Mountain Lagoon,NSW,2758,-33.54,150.44
The Devils Wilderness,NSW,2758,-33.54,150.44
Wheeny Creek,NSW,2758,-33.54,150.44
Erskine Park,NSW,2759,-33.81,150.79
St Clair,NSW,2759,-33.81,150.79
Colyton,NSW,2760,-33.78,150.79
North St Marys,NSW,2760,-33.78,150.79
Oxley Park,NSW,2760,-33.78,150.79
Ropes Crossing,NSW,2760,-33.78,150.79
St Marys,NSW,2760,-33.78,150.79
St Marys East,NSW,2760,-33.78,150.79
St Marys South,NSW,2760,-33.78,150.79
Colebee,NSW,2761,-33.73,150.87
Dean Park,NSW,2761,-33.73,150.87
Glendenning,NSW,2761,-33.73,150.87
Hassall Grove,NSW,2761,-33.73,150.87
Oakhurst,NSW,2761,-33.73,150.87
Plumpton,NSW,2761,-33.73,150.87
Schofields,NSW,2762,-33.7,150.89
Acacia Gardens,NSW,2763,-33.73,150.91
Quakers Hill,NSW,2763,-33.73,150.91
Berkshire Park,NSW,2765,-33.67,150.8
Box Hill,NSW,2765,-33.67,150.8
Maraylya,NSW,2765,-33.67,150.8
Marsden Park,NSW,2765,-33.67,150.8
Nelson,NSW,2765,-33.67,150.8
Oakville,NSW,2765,-33.67,150.8
Riverstone,NSW,2765,-33.67,150.8
Vineyard,NSW,2765,-33.67,150.8
Eastern Creek,NSW,2766,-33.8,150.85
Rooty Hill,NSW,2766,-33.8,150.85
Doonside,NSW,2767,-33.77,150.87
Woodcroft,NSW,2767,-33.77,150.87
Glenwood,NSW,2768,-33.74,150.92
Parklea,NSW,2768,-33.74,150.92
Stanhope Gardens,NSW,2768,-33.74,150.92
The Ponds,NSW,2769,-34.05,150.75
Bidwill,NSW,2770,-33.73,150.82
Blackett,NSW,2770,-33.73,150.82
Dharruk,NSW,2770,-33.73,150.82
Emerton,NSW,2770,-33.73,150.82
Hebersham,NSW,2770,-33.73,150.82
Lethbridge Park,NSW,2770,-33.73,150.82
Minchinbury,NSW,2770,-33.73,150.82
Mount Druitt,NSW,2770,-33.73,150.82
Mount Druitt Village,NSW,2770,-33.73,150.82
Shalvey,NSW,2770,-33.73,150.82
Tregear,NSW,2770,-33.73,150.82
Whalan,NSW,2770,-33.73,150.82
Willmot,NSW,2770,-33.73,150.82
Glenbrook,NSW,2773,-33.77,150.62
Lapstone,NSW,2773,-33.77,150.62
Blaxland,NSW,2774,-33.74,150.61
Blaxland East,NSW,2774,-33.74,150.61
Mount Riverview,NSW,2774,-33.74,150.61
Warrimoo,NSW,2774,-33.74,150.61
Central Macdonald,NSW,2775,-33.33,150.98
Fernances,NSW,2775,-33.33,150.98
Gunderman,NSW,2775,-33.33,150.98
Higher Macdonald,NSW,2775,-33.33,150.98
Laughtondale,NSW,2775,-33.33,150.98
Leets Vale,NSW,2775,-33.33,150.98
Lower Macdonald,NSW,2775,-33.33,150.98
Marlow,NSW,2775,-33.33,150.98
Mogo Creek,NSW,2775,-33.33,150.98
Perrys Crossing,NSW,2775,-33.33,150.98
Singletons Mill,NSW,2775,-33.33,150.98
Spencer,NSW,2775,-33.33,150.98
St Albans,NSW,2775,-33.33,150.98
Upper Macdonald,NSW,2775,-33.33,150.98
Webbs Creek,NSW,2775,-33.33,150.98
Wisemans Ferry,NSW,2775,-33.33,150.98
Wrights Creek,NSW,2775,-33.33,150.98
Faulconbridge,NSW,2776,-33.7,150.53
Hawkesbury Heights,NSW,2777,-33.67,150.65
Springwood,NSW,2777,-33.67,150.65
Sun Valley,NSW,2777,-33.67,150.65
Valley Heights,NSW,2777,-33.67,150.65
Winmalee,NSW,2777,-33.67,150.65
Yellow Rock,NSW,2777,-33.67,150.65
Linden,NSW,2778,-33.79,150.04
Woodford,NSW,2778,-33.79,150.04
Hazelbrook,NSW,2779,-33.72,150.45
Katoomba,NSW,2780,-33.71,150.31
Katoomba DC,NSW,2780,-33.71,150.31
Leura,NSW,2780,-33.71,150.31
Medlow Bath,NSW,2780,-33.71,150.31
Wentworth Falls,NSW,2782,-33.71,150.38
Lawson,NSW,2783,-33.72,150.43
Bullaburra,NSW,2784,-33.72,150.41
Blackheath,NSW,2785,-33.64,150.28
Megalong,NSW,2785,-33.64,150.28
Bell,NSW,2786,-33.51,150.28
Dargan,NSW,2786,-33.51,150.28
Mount Irvine,NSW,2786,-33.51,150.28
Mount Victoria,NSW,2786,-33.51,150.28
Mount Wilson,NSW,2786,-33.51,150.28
Black Springs,NSW,2787,-33.84,149.71
Chatham Valley,NSW,2787,-33.84,149.71
Duckmaloi,NSW,2787,-33.84,149.71
Edith,NSW,2787,-33.84,149.71
Gingkin,NSW,2787,-33.84,149.71
Gurnang,NSW,2787,-33.84,149.71
Hazelgrove,NSW,2787,-33.84,149.71
Jaunter,NSW,2787,-33.84,149.71
Kanangra,NSW,2787,-33.84,149.71
Mayfield,NSW,2787,-33.84,149.71
Mount Olive,NSW,2787,-33.84,149.71
Mount Werong,NSW,2787,-33.84,149.71
Mozart,NSW,2787,-33.84,149.71
Norway,NSW,2787,-33.84,149.71
Oberon,NSW,2787,-33.84,149.71
Porters Retreat,NSW,2787,-33.84,149.71
Shooters Hill,NSW,2787,-33.84,149.71
Tarana,NSW,2787,-33.84,149.71
The Meadows,NSW,2787,-33.84,149.71
Ben Bullen,NSW,2790,-33.22,150.02
Blackmans Flat,NSW,2790,-33.22,150.02
Bowenfels,NSW,2790,-33.22,150.02
Clarence,NSW,2790,-33.22,150.02
Cobar Park,NSW,2790,-33.22,150.02
Corney Town,NSW,2790,-33.22,150.02
Cullen Bullen,NSW,2790,-33.22,150.02
Doctors Gap,NSW,2790,-33.22,150.02
Ganbenang,NSW,2790,-33.22,150.02
Hampton,NSW,2790,-33.22,150.02
Hartley,NSW,2790,-33.22,150.02
Hartley Vale,NSW,2790,-33.22,150.02
Hassans Walls,NSW,2790,-33.22,150.02
Hermitage Flat,NSW,2790,-33.22,150.02
Jenolan,NSW,2790,-33.22,150.02
Kanimbla,NSW,2790,-33.22,150.02
Lidsdale,NSW,2790,-33.22,150.02
Lithgow,NSW,2790,-33.22,150.02
Lithgow DC,NSW,2790,-33.22,150.02
Little Hartley,NSW,2790,-33.22,150.02
Littleton,NSW,2790,-33.22,150.02
Lowther,NSW,2790,-33.22,150.02
Marrangaroo,NSW,2790,-33.22,150.02
Mckellars Park,NSW,2790,-33.22,150.02
Morts Estate,NSW,2790,-33.22,150.02
Mount Lambie,NSW,2790,-33.22,150.02
Newnes,NSW,2790,-33.22,150.02
Newnes Plateau,NSW,2790,-33.22,150.02
Oaky Park,NSW,2790,-33.22,150.02
Pottery Estate,NSW,2790,-33.22,150.02
Rydal,NSW,2790,-33.22,150.02
Sheedys Gully,NSW,2790,-33.22,150.02
Sodwalls,NSW,2790,-33.22,150.02
South Bowenfels,NSW,2790,-33.22,150.02
South Littleton,NSW,2790,-33.22,150.02
Springvale,NSW,2790,-33.22,150.02
State Mine Gully,NSW,2790,-33.22,150.02
Vale Of Clwydd,NSW,2790,-33.22,150.02
Wolgan Valley,NSW,2790,-33.22,150.02
Wollangambe,NSW,2790,-33.22,150.02
Carcoar,NSW,2791,-33.61,149.14
Errowanbang,NSW,2791,-33.61,149.14
Burnt Yards,NSW,2792,-33.59,149.03
Mandurama,NSW,2792,-33.59,149.03
Darbys Falls,NSW,2793,-33.93,148.86
Roseberg,NSW,2793,-33.93,148.86
Woodstock,NSW,2793,-33.93,148.86
Bumbaldry,NSW,2794,-33.91,148.46
Cowra,NSW,2794,-33.91,148.46
Hovells Creek,NSW,2794,-33.91,148.46
Mount Collins,NSW,2794,-33.91,148.46
Wattamondara,NSW,2794,-33.91,148.46
Abercrombie,NSW,2795,-33.91,149.33
Abercrombie River,NSW,2795,-33.91,149.33
Arkell,NSW,2795,-33.91,149.33
Arkstone,NSW,2795,-33.91,149.33
Bald Ridge,NSW,2795,-33.91,149.33
Ballyroe,NSW,2795,-33.91,149.33
Bathampton,NSW,2795,-33.91,149.33
Bathurst,NSW,2795,-33.91,149.33
Billywillinga,NSW,2795,-33.91,149.33
Brewongle,NSW,2795,-33.91,149.33
Bruinbun,NSW,2795,-33.91,149.33
Burraga,NSW,2795,-33.91,149.33
Caloola,NSW,2795,-33.91,149.33
Charles Sturt University,NSW,2795,-33.91,149.33
Charlton,NSW,2795,-33.91,149.33
Clear Creek,NSW,2795,-33.91,149.33
Colo,NSW,2795,-33.91,149.33
Copperhannia,NSW,2795,-33.91,149.33
Cow Flat,NSW,2795,-33.91,149.33
Crudine,NSW,2795,-33.91,149.33
Curragh,NSW,2795,-33.91,149.33
Dark Corner,NSW,2795,-33.91,149.33
Dog Rocks,NSW,2795,-33.91,149.33
Dunkeld,NSW,2795,-33.91,149.33
Duramana,NSW,2795,-33.91,149.33
Eglinton,NSW,2795,-33.91,149.33
Essington,NSW,2795,-33.91,149.33
Evans Plains,NSW,2795,-33.91,149.33
